application_id,student_id,org_id,applied_on,status,matching_score,student_projects,org_required_skills,org_required_domains
A00169,S0329,O044,2026-03-05,Interview,25.0,Predictive maintenance for machines,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00170,S0410,O047,2026-03-10,Applied,0.0,Inventory management tool;Blockchain-based certificate verification,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00171,S0330,O039,2025-10-21,Applied,0.0,E-commerce website,React;R;Pandas;PyTorch,NLP;DevOps
A00172,S0234,O033,2026-01-29,Interview,0.0,Crop yield predictor;Recommendation system for courses,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00173,S0448,O035,2026-03-27,Applied,20.0,Expense tracker app,SQL;Django;Android;Node.js;Java,Finance
A00174,S0319,O037,2026-02-15,Applied,20.0,Attendance app using face recognition,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00175,S0301,O034,2026-01-29,Interview,25.0,IoT-based smart irrigation,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00176,S0454,O057,2026-04-03,Interview,0.0,Crop yield predictor;Resume parser;Smart traffic signal system;E-commerce website,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00177,S0032,O020,2025-12-09,Applied,16.7,Inventory management tool;Smart traffic signal system,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00178,S0360,O009,2026-01-20,Applied,0.0,Predictive maintenance for machines;Crop yield predictor;Expense tracker app,SQL;Django;Node.js;Linux,Digital Marketing
A00179,S0430,O029,2026-03-13,Applied,28.6,Sentiment analysis for reviews;Real-time object detection,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00180,S0193,O015,2025-09-29,Offered,0.0,Virtual lab for circuits,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00181,S0442,O047,2026-02-20,Shortlisted,25.0,Resume parser;Virtual lab for circuits,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00182,S0494,O025,2026-03-20,Applied,50.0,Virtual lab for circuits;News summarizer;IoT-based smart irrigation;Attendance app using face recognition,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00183,S0138,O009,2025-11-11,Offered,0.0,Health monitoring wearable,SQL;Django;Node.js;Linux,Digital Marketing
A00184,S0333,O015,2026-02-18,Applied,25.0,Recommendation system for courses,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00185,S0267,O016,2025-11-19,Shortlisted,14.3,Resume parser,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00186,S0053,O010,2025-10-18,Accepted,28.6,News summarizer,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00187,S0338,O036,2026-01-25,Applied,0.0,Recommendation system for courses,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00188,S0472,O053,2025-10-30,Rejected,16.7,Automated essay grader,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00189,S0291,O014,2025-11-03,Shortlisted,20.0,Expense tracker app;Crop yield predictor,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00190,S0264,O060,2025-10-02,Interview,0.0,Sentiment analysis for reviews,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00191,S0286,O060,2025-11-13,Applied,0.0,Health monitoring wearable,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00192,S0063,O003,2025-10-19,Applied,25.0,Image classifier for plant disease,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00193,S0118,O012,2025-09-20,Applied,25.0,Real-time object detection,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00194,S0355,O034,2025-12-27,Applied,0.0,Recommendation system for courses,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00195,S0195,O008,2025-10-01,Rejected,25.0,Crop yield predictor;Sentiment analysis for reviews;Energy optimization dashboard,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00196,S0261,O054,2026-02-28,Shortlisted,25.0,Automated essay grader,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00197,S0445,O036,2026-03-12,Applied,20.0,Expense tracker app;Energy optimization dashboard;Chatbot for student queries,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00198,S0198,O008,2025-09-22,Shortlisted,50.0,Smart traffic signal system,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00199,S0419,O019,2025-11-07,Applied,16.7,News summarizer,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00200,S0408,O006,2025-12-02,Applied,20.0,Recommendation system for courses;Real-time object detection;News summarizer,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00201,S0371,O016,2026-02-08,Applied,14.3,Smart traffic signal system;News summarizer,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00202,S0164,O042,2025-11-21,Shortlisted,66.7,News summarizer,Docker;Flutter;React,UI/UX;IoT
A00203,S0044,O038,2026-01-28,Interview,0.0,Real-time object detection;Health monitoring wearable;Resume parser,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00204,S0403,O031,2025-11-29,Applied,0.0,Smart traffic signal system,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00205,S0385,O050,2026-02-07,Shortlisted,16.7,Resume parser;News summarizer,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A00206,S0100,O021,2025-12-08,Applied,25.0,Chatbot for student queries;Expense tracker app;Real-time object detection,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00207,S0302,O021,2026-03-12,Interview,0.0,Real-time object detection;Attendance app using face recognition;Crop yield predictor,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00208,S0018,O001,2025-11-09,Interview,0.0,Real-time object detection,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00209,S0009,O030,2026-03-31,Applied,42.9,Inventory management tool;Energy optimization dashboard,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00210,S0094,O001,2025-12-23,Offered,0.0,Chatbot for student queries;Real-time object detection;Image classifier for plant disease,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00211,S0143,O022,2026-03-29,Shortlisted,66.7,Inventory management tool;Predictive maintenance for machines;Crop yield predictor;Blockchain-based certificate verification,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00212,S0225,O054,2025-10-09,Applied,25.0,Blockchain-based certificate verification;Resume parser,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00213,S0463,O045,2025-10-01,Applied,0.0,Crop yield predictor;Automated essay grader;Virtual lab for circuits,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00214,S0498,O058,2026-03-10,Applied,16.7,Expense tracker app;Chatbot for student queries;Blockchain-based certificate verification,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00215,S0138,O006,2025-10-08,Applied,0.0,Health monitoring wearable,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00216,S0332,O026,2025-12-23,Applied,33.3,Resume parser;Attendance app using face recognition,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00217,S0045,O046,2025-10-13,Interview,0.0,Recommendation system for courses,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00218,S0457,O015,2025-12-01,Applied,0.0,Image classifier for plant disease;Energy optimization dashboard,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00219,S0229,O035,2025-12-11,Applied,20.0,IoT-based smart irrigation;Energy optimization dashboard,SQL;Django;Android;Node.js;Java,Finance
A00220,S0315,O053,2026-02-18,Applied,0.0,Resume parser;Attendance app using face recognition,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00221,S0317,O031,2025-09-30,Shortlisted,25.0,Health monitoring wearable;Expense tracker app;Virtual lab for circuits;Real-time object detection,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00222,S0008,O024,2026-04-05,Shortlisted,0.0,Virtual lab for circuits;Crop yield predictor,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00223,S0100,O028,2026-01-05,Shortlisted,0.0,Chatbot for student queries;Expense tracker app;Real-time object detection,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00224,S0151,O036,2025-10-26,Applied,20.0,IoT-based smart irrigation;Chatbot for student queries;Predictive maintenance for machines,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00225,S0372,O037,2026-02-11,Shortlisted,40.0,Attendance app using face recognition;Image classifier for plant disease,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00226,S0082,O025,2026-02-22,Applied,25.0,Health monitoring wearable,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00227,S0008,O034,2025-11-18,Shortlisted,0.0,Virtual lab for circuits;Crop yield predictor,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00228,S0286,O036,2026-01-31,Rejected,20.0,Health monitoring wearable,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00229,S0290,O008,2026-01-18,Shortlisted,0.0,News summarizer,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00230,S0350,O043,2026-03-03,Applied,25.0,Smart traffic signal system;Virtual lab for circuits;Chatbot for student queries,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00231,S0315,O005,2025-12-22,Applied,16.7,Resume parser;Attendance app using face recognition,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00232,S0412,O038,2026-01-07,Applied,0.0,E-commerce website;Automated essay grader;Predictive maintenance for machines,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00233,S0233,O055,2025-10-09,Shortlisted,25.0,Smart traffic signal system;Automated essay grader,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00234,S0460,O025,2025-09-25,Interview,25.0,Crop yield predictor;Image classifier for plant disease,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00235,S0122,O009,2025-09-25,Rejected,25.0,Inventory management tool;Attendance app using face recognition,SQL;Django;Node.js;Linux,Digital Marketing
A00236,S0068,O028,2026-03-18,Interview,25.0,Expense tracker app;Automated essay grader;Smart traffic signal system,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00237,S0184,O030,2026-02-28,Shortlisted,0.0,Attendance app using face recognition,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00238,S0287,O054,2025-11-06,Applied,0.0,Virtual lab for circuits;Predictive maintenance for machines;Attendance app using face recognition,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00239,S0155,O006,2026-02-08,Offered,0.0,Real-time object detection;Crop yield predictor,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00240,S0390,O058,2026-02-13,Applied,16.7,Inventory management tool;News summarizer,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00241,S0072,O005,2026-04-08,Applied,0.0,Expense tracker app,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00242,S0172,O033,2025-12-09,Rejected,0.0,Energy optimization dashboard;E-commerce website,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00243,S0061,O030,2026-01-22,Applied,28.6,Blockchain-based certificate verification,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00244,S0362,O006,2026-03-10,Interview,20.0,Virtual lab for circuits;IoT-based smart irrigation,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00245,S0250,O019,2025-12-27,Shortlisted,16.7,Image classifier for plant disease,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00246,S0402,O005,2025-10-14,Shortlisted,33.3,Crop yield predictor;E-commerce website;Predictive maintenance for machines,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00247,S0409,O054,2026-03-04,Shortlisted,0.0,Real-time object detection,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00248,S0144,O006,2026-02-22,Interview,0.0,Energy optimization dashboard;Resume parser,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00249,S0207,O009,2026-01-09,Applied,25.0,Resume parser;Blockchain-based certificate verification,SQL;Django;Node.js;Linux,Digital Marketing
A00250,S0084,O010,2026-02-21,Rejected,14.3,Virtual lab for circuits;News summarizer;Crop yield predictor,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00251,S0172,O033,2026-02-17,Applied,0.0,Energy optimization dashboard;E-commerce website,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00252,S0028,O052,2026-03-20,Rejected,20.0,Inventory management tool;Crop yield predictor;IoT-based smart irrigation,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00253,S0468,O057,2025-11-26,Interview,0.0,Chatbot for student queries;Predictive maintenance for machines,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00254,S0188,O018,2025-10-23,Applied,0.0,Crop yield predictor;Attendance app using face recognition;Virtual lab for circuits;Smart traffic signal system,SolidWorks;GCP;Flask,DevOps
A00255,S0284,O023,2026-03-13,Applied,28.6,Predictive maintenance for machines,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00256,S0249,O054,2025-10-01,Applied,0.0,Inventory management tool,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00257,S0400,O033,2025-10-22,Applied,0.0,Expense tracker app,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00258,S0296,O010,2025-10-22,Offered,0.0,Sentiment analysis for reviews;Virtual lab for circuits,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00259,S0188,O032,2025-09-20,Interview,14.3,Crop yield predictor;Attendance app using face recognition;Virtual lab for circuits;Smart traffic signal system,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00260,S0010,O047,2025-10-02,Applied,50.0,News summarizer;E-commerce website;Virtual lab for circuits;Recommendation system for courses,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00261,S0205,O015,2026-03-19,Rejected,25.0,Smart traffic signal system;News summarizer;E-commerce website,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00262,S0210,O018,2025-10-03,Applied,0.0,Health monitoring wearable;Sentiment analysis for reviews,SolidWorks;GCP;Flask,DevOps
A00263,S0109,O053,2025-10-24,Applied,16.7,Automated essay grader,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00264,S0443,O031,2025-11-04,Shortlisted,50.0,Predictive maintenance for machines,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00265,S0471,O036,2026-02-23,Applied,20.0,Health monitoring wearable;Blockchain-based certificate verification,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00266,S0370,O057,2025-11-30,Applied,25.0,Energy optimization dashboard;Automated essay grader;Crop yield predictor,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00267,S0046,O032,2026-01-31,Interview,28.6,Automated essay grader;Expense tracker app;Virtual lab for circuits,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00268,S0468,O053,2026-01-30,Applied,16.7,Chatbot for student queries;Predictive maintenance for machines,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00269,S0353,O017,2026-03-22,Applied,14.3,Resume parser;Energy optimization dashboard;Attendance app using face recognition,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00270,S0047,O009,2026-01-05,Applied,0.0,Health monitoring wearable,SQL;Django;Node.js;Linux,Digital Marketing
A00271,S0483,O060,2026-02-05,Rejected,0.0,Automated essay grader,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00272,S0407,O050,2025-12-24,Applied,16.7,Blockchain-based certificate verification;Real-time object detection;News summarizer;Sentiment analysis for reviews,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A00273,S0034,O004,2025-12-18,Rejected,14.3,Health monitoring wearable;Attendance app using face recognition,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00274,S0329,O045,2026-03-31,Rejected,20.0,Predictive maintenance for machines,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00275,S0047,O008,2026-02-14,Applied,0.0,Health monitoring wearable,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00276,S0001,O040,2025-11-04,Offered,0.0,Sentiment analysis for reviews,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00277,S0454,O052,2025-10-17,Accepted,0.0,Crop yield predictor;Resume parser;Smart traffic signal system;E-commerce website,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00278,S0337,O006,2025-12-09,Applied,40.0,Virtual lab for circuits;Predictive maintenance for machines;Automated essay grader,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00279,S0042,O048,2025-10-01,Interview,33.3,Smart traffic signal system,Android;Keras;Docker,Finance;Cybersecurity
A00280,S0117,O053,2026-01-10,Applied,16.7,News summarizer,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00281,S0292,O009,2025-11-10,Applied,25.0,Predictive maintenance for machines;Attendance app using face recognition;Health monitoring wearable;Crop yield predictor,SQL;Django;Node.js;Linux,Digital Marketing
